date,symbol,signal,close
2021-11-17T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,29.16663666
2021-12-10T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,30.10444514
2021-12-22T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,29.30891739
2021-12-23T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,29.54817386
2021-12-30T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,29.49434115
2022-01-12T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,27.91225775
2022-02-08T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,25.03021421
2022-02-16T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,26.42886765
2022-02-28T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,24.3094541
2022-05-31T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,18.61722743
2022-07-07T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,15.8148736
2022-07-08T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,15.79492799
2022-07-15T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,15.71913467
2022-08-15T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,18.98024179
2022-08-25T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,17.86428495
2022-09-09T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,14.35205892
2022-09-12T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,14.46977234
2022-10-19T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,12.02173226
2022-11-14T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,16.25542504
2022-11-23T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,16.47888102
2022-12-09T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,16.96371909
2022-12-30T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,14.58195346
2023-02-15T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,22.7140816
2023-02-24T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,23.23493693
2023-03-13T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,22.91957469
2023-03-28T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,26.35661271
2023-04-13T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,26.40950557
2023-04-17T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,26.94741599
2023-04-24T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,26.98733513
2023-04-28T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,27.69290595
2023-05-04T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,27.50628396
2023-05-23T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,30.62596482
2023-06-06T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,38.57586171
2023-06-12T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,39.40639363
2023-06-15T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,42.57132129
2023-06-23T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,42.12817153
2023-07-21T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,44.22415012
2023-07-28T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,46.66047571
2023-07-31T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,46.63951592
2023-08-03T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,44.42975564
2023-08-07T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,45.32952931
2023-08-18T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,43.21608423
2023-09-05T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,48.45503262
2023-09-18T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,43.88553673
2023-09-29T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,43.4193914
2023-10-27T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,40.42587995
2023-11-02T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,43.42637859
2023-11-24T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,47.68856396
2023-12-28T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,49.43561469
2023-12-29T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,49.43561469
2024-01-02T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,48.08397659
2024-02-20T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,69.33084915
2024-03-15T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,87.68735956
2024-03-19T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,89.24620823
2024-03-20T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,90.21855445
2024-03-21T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,91.27974955
2024-03-27T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,90.0967616
2024-05-01T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,82.90000199
2024-05-14T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,91.20088368
2024-05-16T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,94.19878479
2024-05-31T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,109.4468506
2024-06-24T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,117.919209
2024-08-12T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,108.8438927
2024-08-29T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,117.400049
2024-09-11T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,116.7211475
2024-09-12T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,118.9575291
2024-09-13T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,118.9175903
2024-09-17T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,115.4129661
2024-09-30T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,121.2540064
2024-10-09T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,132.4468376
2024-10-11T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,134.5935447
2024-10-18T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,137.7886437
2024-10-22T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,143.3700822
2024-10-24T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,140.1949526
2024-11-05T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,139.6957184
2024-11-15T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,141.7625481
2024-11-26T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,136.7102978
2024-12-03T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,140.0451823
2024-12-04T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,144.9177083
2024-12-05T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,144.8478155
2024-12-09T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,138.6069576
2024-12-27T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,136.8095905
2025-01-10T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,135.7111995
2025-01-31T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,119.8943693
2025-02-06T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,128.4917751
2025-02-21T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,134.2333644
2025-03-13T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,115.4209085
2025-04-15T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,112.045561
2025-04-24T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,106.2835032
2025-04-25T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,110.857199
2025-05-15T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,134.6444116
2025-05-21T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,131.6185823
2025-07-22T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,166.8117678
2025-07-25T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,173.2733145
2025-08-21T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,174.7513808
2025-08-25T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,179.5750702
2025-08-26T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,181.5325093
2025-08-27T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,181.3627314
2025-09-10T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,177.0983104
2025-09-11T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,176.9485064
2025-09-17T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,170.0771076
2025-10-07T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,184.8086675
2025-10-17T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,182.9909428
2025-10-22T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,180.0546183
2025-11-06T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,187.8448669
2025-12-11T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,180.7136598
2025-12-22T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,183.4703596
2025-12-24T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,188.3844767
2025-12-31T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,186.2769997
2026-01-13T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,185.5878247
2026-02-02T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,185.3880638
2026-02-09T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,189.8127668
2026-02-13T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,182.5914118
2026-02-19T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,187.6753257
2026-02-20T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,189.5930299
2026-03-19T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,178.3560806
2026-03-25T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,178.4759435
2026-04-02T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,177.1874167
2026-04-06T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,177.4371312
2026-04-07T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,177.8966059
2026-04-30T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,199.3420867
2026-05-06T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,207.5926536
2026-05-07T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,211.2584624
2026-05-19T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,220.3580586
2026-05-27T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,212.3572062
2026-06-15T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,212.45
2026-07-09T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,202.78
2026-07-17T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,202.81
2026-07-22T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,212.06
2026-07-28T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,BUY,197.01
2026-08-03T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,206.64
2026-08-06T00:00:00Z,NVDA_GoogleFinance_AutoUpToDate,SELL,218.99
